symbol,ts,side,entry,sl,tp,exit,outcome,bars_held,r_value,r_net,score,atr_pct
BTCUSDT,1776771000000,long,76531.3,76189.567857,78239.960714,76189.567857,sl,13,-1.0,-1.269,100,0.179
BTCUSDT,1776843600000,long,78018.8,77782.728571,79199.157143,78133.2,time,60,0.485,0.088,92,0.121
BTCUSDT,1776843900000,long,77950.7,77703.039286,79189.003571,78124.5,time,60,0.702,0.324,92,0.127
BTCUSDT,1776844200000,long,77943.9,77692.560714,79200.596429,78187.1,time,60,0.968,0.595,92,0.129
BTCUSDT,1776844500000,long,77965.4,77707.917857,79252.810714,78177.1,time,60,0.822,0.459,92,0.132
BTCUSDT,1776844800000,long,78008.8,77733.835714,79383.621429,78238.3,time,60,0.835,0.494,100,0.141
BTCUSDT,1776845100000,long,78051.8,77770.121429,79460.192857,78206.3,time,60,0.548,0.216,92,0.144
BTCUSDT,1776845700000,long,78081.5,77802.982143,79474.089286,78390.1,time,60,1.108,0.772,92,0.143
BTCUSDT,1776846000000,long,77969.8,77679.389286,79421.853571,78406.5,time,60,1.504,1.182,100,0.149
BTCUSDT,1776846300000,long,77909.4,77624.882143,79331.989286,78404.7,time,60,1.741,1.412,100,0.146
BTCUSDT,1776846600000,long,77910.1,77638.332143,79268.939286,78384.3,time,60,1.745,1.401,100,0.14
BTCUSDT,1776846900000,long,77913.4,77642.917857,79265.810714,78383.6,time,60,1.738,1.393,100,0.139
BTCUSDT,1776847200000,long,77881.6,77609.85,79240.35,78550.0,time,60,2.46,2.116,95,0.14
BTCUSDT,1776847500000,long,77903.3,77638.621429,79226.692857,78589.3,time,60,2.592,2.239,92,0.136
BTCUSDT,1776857700000,long,78174.6,77920.314286,79446.028571,78909.0,time,60,2.888,2.519,100,0.13
BTCUSDT,1776858000000,long,78159.9,77913.757143,79390.614286,79390.614286,tp,53,5.0,4.619,100,0.126
BTCUSDT,1776858300000,long,78254.3,78001.942857,79516.085714,78791.0,time,60,2.127,1.755,100,0.129
BTCUSDT,1776858600000,long,78222.9,77965.953571,79507.632143,78649.0,time,60,1.658,1.293,92,0.131
BTCUSDT,1776858900000,long,78244.2,77983.664286,79546.878571,78691.7,time,60,1.718,1.357,92,0.133
BTCUSDT,1776859200000,long,78258.3,77978.442857,79657.585714,78827.9,time,60,2.035,1.7,92,0.143
BTCUSDT,1776859500000,long,78273.4,77993.453571,79673.132143,78879.9,time,60,2.166,1.831,92,0.143
BTCUSDT,1776859800000,long,78370.5,78091.589286,79765.053571,78091.589286,sl,3,-1.0,-1.337,100,0.142
BTCUSDT,1776860400000,long,78179.6,77883.046429,79662.367857,78669.9,time,60,1.653,1.337,95,0.152
BTCUSDT,1776860700000,long,78122.4,77816.185714,79653.471429,78785.8,time,60,2.166,1.86,95,0.157
BTCUSDT,1776861000000,long,78167.2,77843.985714,79783.271429,78748.9,time,60,1.8,1.51,95,0.165
BTCUSDT,1776861300000,long,78141.7,77822.271429,79738.842857,78791.8,time,60,2.035,1.742,95,0.164
BTCUSDT,1776863100000,long,78206.3,77857.55,79950.05,78873.3,time,60,1.913,1.643,92,0.178
BTCUSDT,1776863400000,long,78318.0,77974.25,80036.75,78909.4,time,60,1.72,1.447,92,0.176
BTCUSDT,1776863700000,long,78390.1,78035.671429,80162.242857,78917.0,time,60,1.487,1.221,100,0.181
BTCUSDT,1776864000000,long,78406.5,78055.482143,80161.589286,78940.0,time,60,1.52,1.252,100,0.179
BTCUSDT,1776864300000,long,78404.7,78083.128571,80012.557143,78850.5,time,60,1.386,1.094,100,0.164
BTCUSDT,1776868200000,long,78679.4,78076.453571,81694.132143,78810.9,time,60,0.218,0.062,100,0.307
BTCUSDT,1776868500000,long,78808.7,78187.325,81915.575,78805.6,time,60,-0.005,-0.157,100,0.315
BTCUSDT,1776868800000,long,78646.2,78035.503571,81699.682143,78832.0,time,60,0.304,0.15,100,0.311
BTCUSDT,1776869100000,long,78838.2,78229.075,81883.825,78840.2,time,60,0.003,-0.152,92,0.309
BTCUSDT,1776869400000,long,78897.6,78301.564286,81877.778571,78792.6,time,60,-0.176,-0.335,92,0.302
BTCUSDT,1776873900000,long,79224.0,78747.0,81609.0,78747.0,sl,7,-1.0,-1.199,92,0.241
BTCUSDT,1776874200000,long,79139.7,78673.003571,81473.182143,78673.003571,sl,8,-1.0,-1.203,92,0.236
BTCUSDT,1776874500000,long,79064.1,78605.117857,81359.010714,78605.117857,sl,8,-1.0,-1.207,92,0.232
BTCUSDT,1776874800000,long,78938.0,78474.839286,81253.803571,78474.839286,sl,47,-1.0,-1.205,92,0.235
BTCUSDT,1776875100000,long,78880.5,78419.446429,81185.767857,78419.446429,sl,52,-1.0,-1.205,92,0.234
BTCUSDT,1776875400000,long,78921.1,78454.635714,81253.421429,78454.635714,sl,45,-1.0,-1.203,92,0.236
BTCUSDT,1776875700000,long,78909.0,78474.553571,81081.232143,78474.553571,sl,44,-1.0,-1.218,92,0.22
BTCUSDT,1776877500000,long,78879.9,78491.310714,80822.846429,78491.310714,sl,38,-1.0,-1.244,92,0.197
BTCUSDT,1776955500000,long,77821.0,77359.053571,80130.732143,77359.053571,sl,34,-1.0,-1.202,100,0.237
BTCUSDT,1776984600000,long,78234.3,77955.942857,79626.085714,77955.942857,sl,30,-1.0,-1.337,92,0.142
BTCUSDT,1776984900000,long,78188.0,77904.803571,79603.982143,77904.803571,sl,53,-1.0,-1.331,92,0.145
BTCUSDT,1776985200000,long,78154.4,77866.775,79592.525,77866.775,sl,52,-1.0,-1.326,92,0.147
BTCUSDT,1776991800000,long,78343.7,78107.521429,79524.592857,78107.521429,sl,3,-1.0,-1.398,92,0.121
BTCUSDT,1776992100000,long,78369.5,78131.357143,79560.214286,78131.357143,sl,2,-1.0,-1.395,92,0.122
BTCUSDT,1776992700000,long,78096.8,77809.8,79531.8,77809.8,sl,27,-1.0,-1.327,95,0.147
BTCUSDT,1776993000000,long,78112.8,77838.817857,79482.710714,77838.817857,sl,26,-1.0,-1.342,95,0.14
BTCUSDT,1776995100000,long,78238.7,77939.414286,79735.128571,77939.414286,sl,19,-1.0,-1.314,92,0.153
BTCUSDT,1776995400000,long,78341.8,78024.317857,79929.210714,78024.317857,sl,17,-1.0,-1.296,100,0.162
BTCUSDT,1776995700000,long,78374.1,78062.6,79931.6,78062.6,sl,11,-1.0,-1.302,100,0.159
BTCUSDT,1776996000000,long,78374.8,78047.817857,80009.710714,78047.817857,sl,10,-1.0,-1.288,100,0.167
BTCUSDT,1776996300000,long,78292.9,77965.971429,79927.542857,77965.971429,sl,15,-1.0,-1.287,100,0.167
BTCUSDT,1776996600000,long,78346.4,78028.596429,79935.417857,78028.596429,sl,8,-1.0,-1.296,100,0.162
BTCUSDT,1776996900000,long,78304.1,78006.957143,79789.814286,78006.957143,sl,12,-1.0,-1.316,92,0.152
BTCUSDT,1777035300000,long,78223.1,77917.6,79750.6,77917.6,sl,12,-1.0,-1.307,92,0.156
BTCUSDT,1777035600000,long,78319.9,77996.739286,79935.703571,77996.739286,sl,10,-1.0,-1.291,92,0.165
BTCUSDT,1777035900000,long,78333.3,78011.692857,79941.335714,78011.692857,sl,5,-1.0,-1.292,100,0.164
BTCUSDT,1777036200000,long,78310.0,77979.821429,79960.892857,77979.821429,sl,8,-1.0,-1.285,100,0.169
BTCUSDT,1777036500000,long,78354.9,78019.578571,80031.507143,78019.578571,sl,3,-1.0,-1.28,100,0.171
BTCUSDT,1777036800000,long,78197.0,77848.714286,79938.428571,77848.714286,sl,8,-1.0,-1.269,100,0.178
BTCUSDT,1777037100000,long,78120.3,77777.567857,79833.960714,77777.567857,sl,7,-1.0,-1.274,92,0.175
BTCUSDT,1777037400000,long,78200.1,77842.064286,79990.278571,77842.064286,sl,6,-1.0,-1.262,100,0.183
BTCUSDT,1777037700000,long,78206.6,77832.35,80077.85,77832.35,sl,5,-1.0,-1.251,100,0.191
BTCUSDT,1777038000000,long,78138.2,77749.682143,80080.789286,77749.682143,sl,4,-1.0,-1.241,100,0.199
BTCUSDT,1777038300000,long,78060.3,77652.782143,80097.889286,77652.782143,sl,8,-1.0,-1.23,95,0.209
BTCUSDT,1777038600000,long,77957.5,77544.946429,80020.267857,77544.946429,sl,15,-1.0,-1.227,95,0.212
BTCUSDT,1777038900000,long,78045.8,77622.657143,80161.514286,77622.657143,sl,14,-1.0,-1.221,95,0.217
BTCUSDT,1777191000000,long,78033.3,77932.282143,78538.389286,77932.282143,sl,10,-1.0,-1.927,100,0.052
BTCUSDT,1777191300000,long,77993.7,77890.592857,78509.235714,77890.592857,sl,17,-1.0,-1.908,100,0.053
BTCUSDT,1777191600000,long,77996.1,77895.278571,78500.207143,77895.278571,sl,15,-1.0,-1.928,100,0.052
BTCUSDT,1777191900000,long,78038.9,77937.096429,78547.917857,77937.096429,sl,7,-1.0,-1.92,92,0.052
BTCUSDT,1777192800000,long,77998.3,77858.960714,78694.996429,77858.960714,sl,49,-1.0,-1.672,100,0.071
BTCUSDT,1777193100000,long,77986.1,77845.796429,78687.617857,77845.796429,sl,48,-1.0,-1.667,100,0.072
BTCUSDT,1777193400000,long,78008.2,77863.896429,78729.717857,77863.896429,sl,47,-1.0,-1.649,100,0.074
BTCUSDT,1777193700000,long,77983.4,77837.114286,78714.828571,77837.114286,sl,46,-1.0,-1.64,100,0.075
BTCUSDT,1777194000000,long,77950.2,77809.342857,78654.485714,77809.342857,sl,45,-1.0,-1.664,95,0.072
BTCUSDT,1777194600000,long,77972.2,77838.307143,78641.664286,77838.307143,sl,43,-1.0,-1.699,92,0.069
BTCUSDT,1777203600000,long,78027.5,77927.857143,78525.714286,77927.857143,sl,6,-1.0,-1.94,95,0.051
BTCUSDT,1777210200000,long,77918.2,77758.110714,78718.646429,78090.0,time,60,1.073,0.489,95,0.082
BTCUSDT,1777210500000,long,77930.0,77769.892857,78730.535714,78114.1,time,60,1.15,0.566,95,0.082
BTCUSDT,1777210800000,long,77940.0,77775.803571,78760.982143,78163.2,time,60,1.359,0.79,95,0.084
BTCUSDT,1777211100000,long,77896.8,77725.425,78753.675,78196.8,time,60,1.751,1.205,95,0.088
BTCUSDT,1777211400000,long,77909.4,77736.828571,78772.257143,78223.0,time,60,1.817,1.275,95,0.089
BTCUSDT,1777214400000,long,78006.7,77833.557143,78872.414286,77833.557143,sl,28,-1.0,-1.541,95,0.089
BTCUSDT,1777215900000,long,78040.8,77838.942857,79050.085714,77838.942857,sl,23,-1.0,-1.464,92,0.103
BTCUSDT,1777223100000,long,77966.0,77819.035714,78700.821429,77819.035714,sl,56,-1.0,-1.637,95,0.075
BTCUSDT,1777223400000,long,77972.6,77834.207143,78664.564286,77834.207143,sl,55,-1.0,-1.676,95,0.071
BTCUSDT,1777223700000,long,77974.7,77843.592857,78630.235714,77843.592857,sl,54,-1.0,-1.714,95,0.067
BTCUSDT,1777224000000,long,77965.2,77832.521429,78628.592857,77832.521429,sl,53,-1.0,-1.705,95,0.068
BTCUSDT,1777231200000,long,78168.9,77890.882143,79558.989286,77890.882143,sl,29,-1.0,-1.337,100,0.142
BTCUSDT,1777231500000,long,78142.4,77873.310714,79487.846429,77873.310714,sl,28,-1.0,-1.348,95,0.138
BTCUSDT,1777231800000,long,78105.4,77824.453571,79510.132143,77824.453571,sl,27,-1.0,-1.334,95,0.144
BTCUSDT,1777232100000,long,78046.0,77746.964286,79541.178571,78769.8,time,60,2.42,2.107,95,0.153
BTCUSDT,1777232400000,long,78138.4,77834.953571,79655.632143,77834.953571,sl,25,-1.0,-1.309,95,0.155
BTCUSDT,1777232700000,long,78184.7,77880.878571,79703.807143,77880.878571,sl,24,-1.0,-1.309,92,0.155
BTCUSDT,1777240200000,long,78521.3,78184.764286,80203.978571,78184.764286,sl,8,-1.0,-1.28,100,0.171
BTCUSDT,1777240500000,long,78366.9,77942.114286,80490.828571,77942.114286,sl,7,-1.0,-1.221,100,0.217
BTCUSDT,1777240800000,long,78366.3,77909.157143,80652.014286,79150.0,time,60,1.714,1.509,100,0.233
BTCUSDT,1777241100000,long,78480.2,78001.396429,80874.217857,78001.396429,sl,5,-1.0,-1.197,100,0.244
BTCUSDT,1777241400000,long,78516.8,78034.728571,80927.157143,78034.728571,sl,4,-1.0,-1.195,100,0.246
BTCUSDT,1777242000000,long,78616.8,78071.567857,81342.960714,78071.567857,sl,2,-1.0,-1.173,100,0.277
BTCUSDT,1777242300000,long,78474.3,77904.032143,81325.639286,79209.3,time,60,1.289,1.124,92,0.291
BTCUSDT,1777243500000,long,78353.1,77679.046429,81723.367857,79104.0,time,60,1.114,0.975,92,0.344
BTCUSDT,1777243800000,long,78316.9,77641.007143,81696.364286,79064.0,time,60,1.105,0.966,92,0.345
BTCUSDT,1777252200000,long,79095.0,78636.267857,81388.660714,78636.267857,sl,47,-1.0,-1.207,100,0.232
BTCUSDT,1777252500000,long,78978.3,78514.978571,81294.907143,78514.978571,sl,47,-1.0,-1.205,100,0.235
BTCUSDT,1777253100000,long,78870.2,78377.575,81333.325,78377.575,sl,45,-1.0,-1.192,92,0.25
BTCUSDT,1777459200000,long,77513.8,77145.425,79355.675,77145.425,sl,20,-1.0,-1.253,92,0.19
BTCUSDT,1777596300000,long,76440.8,76264.121429,77324.192857,77324.192857,tp,31,5.0,4.481,100,0.092
BTCUSDT,1777596600000,long,76408.7,76231.325,77295.575,77295.575,tp,30,5.0,4.483,95,0.093
BTCUSDT,1777597800000,long,76515.5,76344.678571,77369.607143,77369.607143,tp,26,5.0,4.462,92,0.089
BTCUSDT,1777598100000,long,76562.3,76392.407143,77411.764286,77104.1,time,60,3.189,2.648,92,0.089
BTCUSDT,1777598400000,long,76519.9,76348.65,77376.15,77376.15,tp,24,5.0,4.464,92,0.09
BTCUSDT,1777598700000,long,76496.4,76335.739286,77299.703571,77299.703571,tp,23,5.0,4.429,100,0.084
BTCUSDT,1777599000000,long,76525.7,76366.360714,77322.396429,77322.396429,tp,22,5.0,4.424,100,0.083
BTCUSDT,1777599300000,long,76537.4,76379.917857,77324.810714,77324.810714,tp,21,5.0,4.417,92,0.082
BTCUSDT,1777601700000,long,76568.5,76383.035714,77495.821429,77000.0,time,60,2.327,1.831,92,0.097
BTCUSDT,1777615500000,long,77089.1,76964.885714,77710.171429,76964.885714,sl,7,-1.0,-1.745,92,0.064
BTCUSDT,1777616400000,long,77104.1,76990.35,77672.85,76990.35,sl,3,-1.0,-1.813,92,0.059
BTCUSDT,1777617900000,long,76934.2,76793.95,77635.45,77316.1,time,60,2.723,2.065,95,0.073
BTCUSDT,1777618200000,long,76955.5,76795.785714,77754.071429,77346.8,time,60,2.45,1.872,95,0.083
BTCUSDT,1777618500000,long,76951.3,76778.853571,77813.532143,77409.0,time,60,2.654,2.119,95,0.09
BTCUSDT,1777618800000,long,76942.9,76761.864286,77848.078571,77417.8,time,60,2.623,2.113,95,0.094
BTCUSDT,1777619100000,long,77044.7,76850.753571,78014.432143,77389.3,time,60,1.777,1.3,100,0.101
BTCUSDT,1777619400000,long,76998.0,76798.035714,77997.821429,77502.2,time,60,2.521,2.059,95,0.104
BTCUSDT,1777619700000,long,77000.5,76792.482143,78040.589286,77634.5,time,60,3.048,2.604,95,0.108
BTCUSDT,1777635600000,long,77359.0,77197.964286,78164.178571,78164.178571,tp,16,5.0,4.424,100,0.083
BTCUSDT,1777642800000,long,78205.1,77743.796429,80511.617857,78386.7,time,60,0.394,0.19,100,0.236
BTCUSDT,1777643100000,long,78300.0,77846.517857,80567.410714,78447.4,time,60,0.325,0.118,100,0.232
BTCUSDT,1777650600000,long,78313.6,77899.832143,80382.439286,77899.832143,sl,60,-1.0,-1.227,92,0.211
BTCUSDT,1777650900000,long,78388.8,77998.05,80342.55,77998.05,sl,57,-1.0,-1.241,100,0.199
BTCUSDT,1777651200000,long,78587.7,78180.503571,80623.682143,78180.503571,sl,5,-1.0,-1.232,100,0.207
BTCUSDT,1777651500000,long,78464.4,78040.328571,80584.757143,78040.328571,sl,51,-1.0,-1.222,100,0.216
BTCUSDT,1777651800000,long,78337.0,77917.410714,80434.946429,77917.410714,sl,54,-1.0,-1.224,100,0.214
BTCUSDT,1777652700000,long,78286.4,77846.346429,80486.667857,77846.346429,sl,53,-1.0,-1.213,92,0.225
BTCUSDT,1777653000000,long,78252.6,77809.207143,80469.564286,77809.207143,sl,52,-1.0,-1.212,92,0.227
BTCUSDT,1777653300000,long,78306.1,77858.725,80542.975,77858.725,sl,51,-1.0,-1.21,92,0.229
BTCUSDT,1777683900000,long,78331.5,78152.392857,79227.035714,78152.392857,sl,43,-1.0,-1.525,92,0.091
BTCUSDT,1777684200000,long,78332.6,78155.046429,79220.367857,78155.046429,sl,42,-1.0,-1.529,100,0.091
BTCUSDT,1777684500000,long,78262.5,78078.928571,79180.357143,78078.928571,sl,42,-1.0,-1.512,95,0.094
BTCUSDT,1777684800000,long,78294.7,78115.896429,79188.717857,78115.896429,sl,41,-1.0,-1.525,100,0.091
BTCUSDT,1777685100000,long,78300.0,78122.696429,79186.517857,78122.696429,sl,40,-1.0,-1.53,92,0.091
BTCUSDT,1777685400000,long,78376.9,78204.310714,79239.846429,78204.310714,sl,20,-1.0,-1.545,92,0.088
BTCUSDT,1777685700000,long,78314.0,78144.75,79160.25,78144.75,sl,37,-1.0,-1.555,92,0.086
BTCUSDT,1777686000000,long,78331.1,78164.564286,79163.778571,78164.564286,sl,36,-1.0,-1.564,92,0.085
BTCUSDT,1777686600000,long,78307.9,78150.9,79092.9,78150.9,sl,34,-1.0,-1.599,92,0.08
BTCUSDT,1777689600000,long,78322.4,78185.542857,79006.685714,78185.542857,sl,24,-1.0,-1.687,92,0.07
BTCUSDT,1777689900000,long,78313.9,78182.864286,78969.078571,78182.864286,sl,23,-1.0,-1.717,92,0.067
BTCUSDT,1777690200000,long,78381.6,78228.260714,79148.296429,78228.260714,sl,4,-1.0,-1.613,100,0.078
BTCUSDT,1777690500000,long,78317.5,78157.375,79118.125,78157.375,sl,21,-1.0,-1.587,100,0.082
BTCUSDT,1777690800000,long,78329.9,78169.560714,79131.596429,78169.560714,sl,20,-1.0,-1.586,100,0.082
BTCUSDT,1777691100000,long,78250.1,78085.582143,79072.689286,78085.582143,sl,20,-1.0,-1.571,95,0.084
BTCUSDT,1777691400000,long,78231.1,78064.903571,79062.082143,78064.903571,sl,19,-1.0,-1.565,95,0.085
BTCUSDT,1777692300000,long,78345.1,78172.671429,79207.242857,78172.671429,sl,15,-1.0,-1.545,92,0.088
BTCUSDT,1777692600000,long,78399.9,78216.310714,79317.846429,78216.310714,sl,13,-1.0,-1.512,92,0.094
BTCUSDT,1777693200000,long,78355.4,78166.346429,79300.667857,78166.346429,sl,12,-1.0,-1.497,92,0.097
BTCUSDT,1777693800000,long,78367.0,78188.428571,79259.857143,78188.428571,sl,10,-1.0,-1.527,92,0.091
BTCUSDT,1777694100000,long,78372.0,78187.714286,79293.428571,78187.714286,sl,9,-1.0,-1.51,92,0.094
BTCUSDT,1777694400000,long,78362.6,78201.153571,79169.832143,78201.153571,sl,8,-1.0,-1.582,92,0.082
BTCUSDT,1777694700000,long,78235.6,78065.742857,79084.885714,78065.742857,sl,8,-1.0,-1.553,95,0.087
BTCUSDT,1777695000000,long,78256.1,78086.885714,79102.171429,78086.885714,sl,7,-1.0,-1.555,95,0.086
BTCUSDT,1777728600000,long,78274.0,78139.857143,78944.714286,78372.3,time,60,0.733,0.033,95,0.069
BTCUSDT,1777731900000,long,78383.3,78267.353571,78963.032143,78413.4,time,60,0.26,-0.552,92,0.059
BTCUSDT,1777732500000,long,78337.6,78217.046429,78940.367857,78422.4,time,60,0.703,-0.076,92,0.062
BTCUSDT,1777732800000,long,78359.6,78236.796429,78973.617857,78456.7,time,60,0.791,0.025,92,0.063
BTCUSDT,1777733100000,long,78388.8,78260.371429,79030.942857,78448.2,time,60,0.463,-0.27,100,0.066
BTCUSDT,1777737300000,long,78445.5,78353.214286,78906.928571,78353.214286,sl,23,-1.0,-2.02,92,0.047
BTCUSDT,1777737600000,long,78430.4,78344.828571,78858.257143,78344.828571,sl,22,-1.0,-2.1,92,0.044
BTCUSDT,1777738800000,long,78492.2,78371.485714,79095.771429,78371.485714,sl,17,-1.0,-1.78,100,0.062
BTCUSDT,1777739400000,long,78423.0,78303.964286,79018.178571,78303.964286,sl,18,-1.0,-1.791,95,0.061
BTCUSDT,1777739700000,long,78429.8,78309.032143,79033.639286,78309.032143,sl,17,-1.0,-1.779,100,0.062
BTCUSDT,1777740000000,long,78386.3,78262.282143,79006.389286,79006.389286,tp,59,5.0,4.242,95,0.063
BTCUSDT,1777767300000,long,78538.0,78369.821429,79378.892857,78369.821429,sl,9,-1.0,-1.56,95,0.086
BTCUSDT,1777767600000,long,78559.0,78396.714286,79370.428571,78396.714286,sl,8,-1.0,-1.581,95,0.083
BTCUSDT,1777767900000,long,78598.4,78434.9,79415.9,78434.9,sl,7,-1.0,-1.577,95,0.083
BTCUSDT,1777768200000,long,78621.8,78461.978571,79420.907143,78461.978571,sl,4,-1.0,-1.59,95,0.081
BTCUSDT,1777768500000,long,78641.1,78486.992857,79411.635714,78486.992857,sl,2,-1.0,-1.612,95,0.078
BTCUSDT,1777792500000,long,78304.1,78161.225,79018.475,78734.2,time,60,3.01,2.353,100,0.073
BTCUSDT,1777795200000,long,78390.0,78250.857143,79085.714286,78687.9,time,60,2.141,1.465,92,0.071
BTCUSDT,1777795800000,long,78409.5,78276.267857,79075.660714,78707.9,time,60,2.24,1.533,92,0.068
BTCUSDT,1777796100000,long,78408.4,78284.828571,79026.257143,78630.6,time,60,1.798,1.037,92,0.063
BTCUSDT,1777796700000,long,78379.5,78260.178571,78976.107143,78603.4,time,60,1.876,1.088,100,0.061
BTCUSDT,1777797000000,long,78343.1,78227.171429,78922.742857,78627.1,time,60,2.45,1.639,92,0.059
BTCUSDT,1777800000000,long,78448.0,78346.875,78953.625,78346.875,sl,20,-1.0,-1.931,92,0.052
BTCUSDT,1777800300000,long,78457.9,78354.489286,78974.953571,78354.489286,sl,19,-1.0,-1.91,92,0.053
BTCUSDT,1777800600000,long,78460.9,78352.435714,79003.221429,78352.435714,sl,18,-1.0,-1.868,92,0.055
BTCUSDT,1777801200000,long,78474.1,78340.653571,79141.332143,78675.7,time,60,1.511,0.805,100,0.068
BTCUSDT,1777801500000,long,78485.8,78353.067857,79149.460714,78353.067857,sl,15,-1.0,-1.71,100,0.068
BTCUSDT,1777801800000,long,78486.9,78352.025,79161.275,78352.025,sl,14,-1.0,-1.698,100,0.069
BTCUSDT,1777802100000,long,78496.6,78363.189286,79163.653571,78363.189286,sl,13,-1.0,-1.706,100,0.068
BTCUSDT,1777811400000,long,78679.0,78442.964286,79859.178571,78728.4,time,60,0.209,-0.191,100,0.12
BTCUSDT,1777811700000,long,78686.8,78450.585714,79867.871429,78737.8,time,60,0.216,-0.184,92,0.12
BTCUSDT,1777816800000,long,78690.9,78538.185714,79454.471429,78538.185714,sl,36,-1.0,-1.618,92,0.078
BTCUSDT,1777841100000,long,78813.3,78561.210714,80073.746429,78561.210714,sl,32,-1.0,-1.375,95,0.128
BTCUSDT,1777841400000,long,78830.1,78571.314286,80124.028571,78571.314286,sl,30,-1.0,-1.366,100,0.131
BTCUSDT,1777841700000,long,78883.9,78627.364286,80166.578571,78627.364286,sl,9,-1.0,-1.369,100,0.13
BTCUSDT,1777845600000,long,79074.7,78814.235714,80377.021429,78814.235714,sl,16,-1.0,-1.364,100,0.132
BTCUSDT,1777845900000,long,78915.7,78630.842857,80339.985714,78630.842857,sl,15,-1.0,-1.332,92,0.144
BTCUSDT,1777846200000,long,79229.8,78880.55,80976.05,78880.55,sl,14,-1.0,-1.272,100,0.176
BTCUSDT,1777846500000,long,79191.7,78801.2,81144.2,78801.2,sl,13,-1.0,-1.243,100,0.197
